Mchi,dMchi,ct,alphaD,xsec(pb),mA,mA/m1,m1,m2,delta
82.5000,15.0000,10.0000,0.1,4.32188849e-06,157.5000,2.1000,75.0000,90.0000,0.2000
82.5000,15.0000,10.0000,aEM,4.32195181e-06,157.5000,2.1000,75.0000,90.0000,0.2000
82.5000,15.0000,1.0000,0.1,4.32194171e-05,157.5000,2.1000,75.0000,90.0000,0.2000
82.5000,15.0000,1.0000,aEM,4.32232784e-05,157.5000,2.1000,75.0000,90.0000,0.2000
79.8000,7.6000,100.0000,0.1,0.522843232466,159.6000,2.1000,76.0000,83.6000,0.1000
79.8000,7.6000,100.0000,aEM,0.0381546224688,159.6000,2.1000,76.0000,83.6000,0.1000
79.8000,7.6000,10.0000,0.1,0.522848424687,159.6000,2.1000,76.0000,83.6000,0.1000
79.8000,7.6000,10.0000,aEM,0.063527685408,159.6000,2.1000,76.0000,83.6000,0.1000
79.8000,7.6000,1.0000,0.1,0.74349435216,159.6000,2.1000,76.0000,83.6000,0.1000
79.8000,7.6000,1.0000,aEM,0.20023837501,159.6000,2.1000,76.0000,83.6000,0.1000
83.6000,15.2000,100.0000,0.1,4.17053284e-07,159.6000,2.1000,76.0000,91.2000,0.2000
83.6000,15.2000,100.0000,aEM,4.17053284e-07,159.6000,2.1000,76.0000,91.2000,0.2000
83.6000,15.2000,10.0000,0.1,4.17052272e-06,159.6000,2.1000,76.0000,91.2000,0.2000
83.6000,15.2000,10.0000,aEM,4.17052272e-06,159.6000,2.1000,76.0000,91.2000,0.2000
83.6000,15.2000,1.0000,0.1,4.17051172e-05,159.6000,2.1000,76.0000,91.2000,0.2000
83.6000,15.2000,1.0000,aEM,4.17091754e-05,159.6000,2.1000,76.0000,91.2000,0.2000
55.6500,5.3000,100.0000,0.1,0.001777180814,159.0000,3.0000,53.0000,58.3000,0.1000
55.6500,5.3000,100.0000,aEM,0.02484312978,159.0000,3.0000,53.0000,58.3000,0.1000
55.6500,5.3000,10.0000,0.1,0.0177576736,159.0000,3.0000,53.0000,58.3000,0.1000
55.6500,5.3000,10.0000,aEM,0.24705942133,159.0000,3.0000,53.0000,58.3000,0.1000
55.6500,5.3000,1.0000,0.1,0.17767985,159.0000,3.0000,53.0000,58.3000,0.1000
55.6500,5.3000,1.0000,aEM,2.3284048248,159.0000,3.0000,53.0000,58.3000,0.1000
58.3000,10.6000,100.0000,0.1,5.53653942e-05,159.0000,3.0000,53.0000,63.6000,0.2000
58.3000,10.6000,100.0000,aEM,0.00077688868821,159.0000,3.0000,53.0000,63.6000,0.2000
58.3000,10.6000,10.0000,0.1,0.0005536519721,159.0000,3.0000,53.0000,63.6000,0.2000
58.3000,10.6000,10.0000,aEM,0.0077673019567,159.0000,3.0000,53.0000,63.6000,0.2000
58.3000,10.6000,1.0000,0.1,0.005536650165,159.0000,3.0000,53.0000,63.6000,0.2000
58.3000,10.6000,1.0000,aEM,0.077545048612,159.0000,3.0000,53.0000,63.6000,0.2000
5.2500,0.5000,100.0000,0.1,0.094345825,15.0000,3.0000,5.0000,5.5000,0.1000
5.2500,0.5000,100.0000,aEM,1.005701278,15.0000,3.0000,5.0000,5.5000,0.1000
5.2500,0.5000,10.0000,0.1,0.94484415,15.0000,3.0000,5.0000,5.5000,0.1000
5.2500,0.5000,10.0000,aEM,9.65460294,15.0000,3.0000,5.0000,5.5000,0.1000
5.2500,0.5000,1.0000,0.1,9.5010976,15.0000,3.0000,5.0000,5.5000,0.1000
5.2500,0.5000,1.0000,aEM,71.1215634,15.0000,3.0000,5.0000,5.5000,0.1000
5.5000,1.0000,100.0000,0.1,0.0029537543,15.0000,3.0000,5.0000,6.0000,0.2000
5.5000,1.0000,100.0000,aEM,0.0316390667,15.0000,3.0000,5.0000,6.0000,0.2000
5.5000,1.0000,10.0000,0.1,0.029538398,15.0000,3.0000,5.0000,6.0000,0.2000
5.5000,1.0000,10.0000,aEM,0.315945803,15.0000,3.0000,5.0000,6.0000,0.2000
5.5000,1.0000,1.0000,0.1,0.2954358,15.0000,3.0000,5.0000,6.0000,0.2000
5.5000,1.0000,1.0000,aEM,3.11414413,15.0000,3.0000,5.0000,6.0000,0.2000
8.4000,0.8000,100.0000,0.1,2.7752223099,16.8000,2.1000,8.0000,8.8000,0.1000
8.4000,0.8000,100.0000,aEM,0.2797141688,16.8000,2.1000,8.0000,8.8000,0.1000
8.4000,0.8000,10.0000,0.1,3.269203526,16.8000,2.1000,8.0000,8.8000,0.1000
8.4000,0.8000,10.0000,aEM,0.908314363,16.8000,2.1000,8.0000,8.8000,0.1000
8.4000,0.8000,1.0000,0.1,10.58402801,16.8000,2.1000,8.0000,8.8000,0.1000
8.4000,0.8000,1.0000,aEM,3.16575273,16.8000,2.1000,8.0000,8.8000,0.1000
8.8000,1.6000,100.0000,0.1,0.00013057372,16.8000,2.1000,8.0000,9.6000,0.2000
8.8000,1.6000,100.0000,aEM,0.00013057361,16.8000,2.1000,8.0000,9.6000,0.2000
8.8000,1.6000,10.0000,0.1,0.0013057372,16.8000,2.1000,8.0000,9.6000,0.2000
8.8000,1.6000,10.0000,aEM,0.0013058266,16.8000,2.1000,8.0000,9.6000,0.2000
8.8000,1.6000,1.0000,0.1,0.013058115,16.8000,2.1000,8.0000,9.6000,0.2000
8.8000,1.6000,1.0000,aEM,0.013067198,16.8000,2.1000,8.0000,9.6000,0.2000
80.8500,7.7000,100.0000,0.1,0.511833805351,161.7000,2.1000,77.0000,84.7000,0.1000
80.8500,7.7000,100.0000,aEM,0.0373503553641,161.7000,2.1000,77.0000,84.7000,0.1000
80.8500,7.7000,10.0000,0.1,0.511835753541,161.7000,2.1000,77.0000,84.7000,0.1000
80.8500,7.7000,10.0000,aEM,0.061454914117,161.7000,2.1000,77.0000,84.7000,0.1000
80.8500,7.7000,1.0000,0.1,0.71873513936,161.7000,2.1000,77.0000,84.7000,0.1000
80.8500,7.7000,1.0000,aEM,0.1935150497,161.7000,2.1000,77.0000,84.7000,0.1000
84.7000,15.4000,100.0000,0.1,3.96848446e-07,161.7000,2.1000,77.0000,92.4000,0.2000
84.7000,15.4000,100.0000,aEM,3.96848446e-07,161.7000,2.1000,77.0000,92.4000,0.2000
84.7000,15.4000,10.0000,0.1,3.96836304e-06,161.7000,2.1000,77.0000,92.4000,0.2000
84.7000,15.4000,10.0000,aEM,3.96848446e-06,161.7000,2.1000,77.0000,92.4000,0.2000
84.7000,15.4000,1.0000,0.1,3.96837314e-05,161.7000,2.1000,77.0000,92.4000,0.2000
84.7000,15.4000,1.0000,aEM,3.96874965e-05,161.7000,2.1000,77.0000,92.4000,0.2000
56.7000,5.4000,100.0000,0.1,0.001661409447,162.0000,3.0000,54.0000,59.4000,0.1000
56.7000,5.4000,100.0000,aEM,0.023181121091,162.0000,3.0000,54.0000,59.4000,0.1000
56.7000,5.4000,10.0000,0.1,0.01661857852,162.0000,3.0000,54.0000,59.4000,0.1000
56.7000,5.4000,10.0000,aEM,0.23100020735,162.0000,3.0000,54.0000,59.4000,0.1000
56.7000,5.4000,1.0000,0.1,0.166302213,162.0000,3.0000,54.0000,59.4000,0.1000
56.7000,5.4000,1.0000,aEM,2.1824777776,162.0000,3.0000,54.0000,59.4000,0.1000
59.4000,10.8000,100.0000,0.1,5.179976199e-05,162.0000,3.0000,54.0000,64.8000,0.2000
59.4000,10.8000,100.0000,aEM,0.00072355402621,162.0000,3.0000,54.0000,64.8000,0.2000
59.4000,10.8000,10.0000,0.1,0.0005179069209,162.0000,3.0000,54.0000,64.8000,0.2000
59.4000,10.8000,10.0000,aEM,0.0072324063367,162.0000,3.0000,54.0000,64.8000,0.2000
59.4000,10.8000,1.0000,0.1,0.005179211843,162.0000,3.0000,54.0000,64.8000,0.2000
59.4000,10.8000,1.0000,aEM,0.072231330599,162.0000,3.0000,54.0000,64.8000,0.2000
81.9000,7.8000,100.0000,0.1,0.498663584136,163.8000,2.1000,78.0000,85.8000,0.1000
81.9000,7.8000,100.0000,aEM,0.0363903841398,163.8000,2.1000,78.0000,85.8000,0.1000
81.9000,7.8000,10.0000,0.1,0.498669441356,163.8000,2.1000,78.0000,85.8000,0.1000
81.9000,7.8000,10.0000,aEM,0.0592714518776,163.8000,2.1000,78.0000,85.8000,0.1000
81.9000,7.8000,1.0000,0.1,0.693633517281,163.8000,2.1000,78.0000,85.8000,0.1000
81.9000,7.8000,1.0000,aEM,0.186074788542,163.8000,2.1000,78.0000,85.8000,0.1000
85.8000,15.6000,100.0000,0.1,3.81031576e-07,163.8000,2.1000,78.0000,93.6000,0.2000
85.8000,15.6000,100.0000,aEM,3.81030345e-07,163.8000,2.1000,78.0000,93.6000,0.2000
85.8000,15.6000,10.0000,0.1,3.81043807e-06,163.8000,2.1000,78.0000,93.6000,0.2000
85.8000,15.6000,10.0000,aEM,3.81031576e-06,163.8000,2.1000,78.0000,93.6000,0.2000
85.8000,15.6000,1.0000,0.1,3.81032697e-05,163.8000,2.1000,78.0000,93.6000,0.2000
85.8000,15.6000,1.0000,aEM,3.81068994e-05,163.8000,2.1000,78.0000,93.6000,0.2000
82.9500,7.9000,100.0000,0.1,0.488437764818,165.9000,2.1000,79.0000,86.9000,0.1000
82.9500,7.9000,100.0000,aEM,0.0356443548219,165.9000,2.1000,79.0000,86.9000,0.1000
82.9500,7.9000,10.0000,0.1,0.488450348209,165.9000,2.1000,79.0000,86.9000,0.1000
82.9500,7.9000,10.0000,aEM,0.0573013286451,165.9000,2.1000,79.0000,86.9000,0.1000
82.9500,7.9000,1.0000,0.1,0.671107685178,165.9000,2.1000,79.0000,86.9000,0.1000
82.9500,7.9000,1.0000,aEM,0.180762059369,165.9000,2.1000,79.0000,86.9000,0.1000
86.9000,15.8000,100.0000,0.1,3.62660914e-07,165.9000,2.1000,79.0000,94.8000,0.2000
86.9000,15.8000,100.0000,aEM,3.62658793e-07,165.9000,2.1000,79.0000,94.8000,0.2000
86.9000,15.8000,10.0000,0.1,3.62657783e-06,165.9000,2.1000,79.0000,94.8000,0.2000
86.9000,15.8000,10.0000,aEM,3.62659914e-06,165.9000,2.1000,79.0000,94.8000,0.2000
86.9000,15.8000,1.0000,0.1,3.62658894e-05,165.9000,2.1000,79.0000,94.8000,0.2000
86.9000,15.8000,1.0000,aEM,3.62696101e-05,165.9000,2.1000,79.0000,94.8000,0.2000
57.7500,5.5000,100.0000,0.1,0.001553289975,165.0000,3.0000,55.0000,60.5000,0.1000
57.7500,5.5000,100.0000,aEM,0.021791846976,165.0000,3.0000,55.0000,60.5000,0.1000
57.7500,5.5000,10.0000,0.1,0.01554174637,165.0000,3.0000,55.0000,60.5000,0.1000
57.7500,5.5000,10.0000,aEM,0.21674964559,165.0000,3.0000,55.0000,60.5000,0.1000
57.7500,5.5000,1.0000,0.1,0.1554972339,165.0000,3.0000,55.0000,60.5000,0.1000
57.7500,5.5000,1.0000,aEM,2.0530362133,165.0000,3.0000,55.0000,60.5000,0.1000
60.5000,11.0000,100.0000,0.1,4.834777578e-05,165.0000,3.0000,55.0000,66.0000,0.2000
60.5000,11.0000,100.0000,aEM,0.0006818888071,165.0000,3.0000,55.0000,66.0000,0.2000
60.5000,11.0000,10.0000,0.1,0.0004834798578,165.0000,3.0000,55.0000,66.0000,0.2000
60.5000,11.0000,10.0000,aEM,0.0068176721245,165.0000,3.0000,55.0000,66.0000,0.2000
60.5000,11.0000,1.0000,0.1,0.004835433012,165.0000,3.0000,55.0000,66.0000,0.2000
60.5000,11.0000,1.0000,aEM,0.068022066877,165.0000,3.0000,55.0000,66.0000,0.2000
84.0000,8.0000,100.0000,0.1,0.477686746017,168.0000,2.1000,80.0000,88.0000,0.1000
84.0000,8.0000,100.0000,aEM,0.0348630760219,168.0000,2.1000,80.0000,88.0000,0.1000
84.0000,8.0000,10.0000,0.1,0.477741260209,168.0000,2.1000,80.0000,88.0000,0.1000
84.0000,8.0000,10.0000,aEM,0.055425650591,168.0000,2.1000,80.0000,88.0000,0.1000
84.0000,8.0000,1.0000,0.1,0.649637104748,168.0000,2.1000,80.0000,88.0000,0.1000
84.0000,8.0000,1.0000,aEM,0.174866914274,168.0000,2.1000,80.0000,88.0000,0.1000
88.0000,16.0000,100.0000,0.1,3.46448076e-07,168.0000,2.1000,80.0000,96.0000,0.2000
88.0000,16.0000,100.0000,aEM,3.46432935e-07,168.0000,2.1000,80.0000,96.0000,0.2000
88.0000,16.0000,10.0000,0.1,3.46432925e-06,168.0000,2.1000,80.0000,96.0000,0.2000
88.0000,16.0000,10.0000,aEM,3.46432915e-06,168.0000,2.1000,80.0000,96.0000,0.2000
88.0000,16.0000,1.0000,0.1,3.46432925e-05,168.0000,2.1000,80.0000,96.0000,0.2000
88.0000,16.0000,1.0000,aEM,3.46466991e-05,168.0000,2.1000,80.0000,96.0000,0.2000
58.8000,5.6000,100.0000,0.1,0.001452439074,168.0000,3.0000,56.0000,61.6000,0.1000
58.8000,5.6000,100.0000,aEM,0.020405604666,168.0000,3.0000,56.0000,61.6000,0.1000
58.8000,5.6000,10.0000,0.1,0.01452600993,168.0000,3.0000,56.0000,61.6000,0.1000
58.8000,5.6000,10.0000,aEM,0.20282680637,168.0000,3.0000,56.0000,61.6000,0.1000
58.8000,5.6000,1.0000,0.1,0.1453371192,168.0000,3.0000,56.0000,61.6000,0.1000
58.8000,5.6000,1.0000,aEM,1.9227871105,168.0000,3.0000,56.0000,61.6000,0.1000
61.6000,11.2000,100.0000,0.1,4.533872863e-05,168.0000,3.0000,56.0000,67.2000,0.2000
61.6000,11.2000,100.0000,aEM,0.00063574564537,168.0000,3.0000,56.0000,67.2000,0.2000
61.6000,11.2000,10.0000,0.1,0.0004533840762,168.0000,3.0000,56.0000,67.2000,0.2000
61.6000,11.2000,10.0000,aEM,0.0063566444961,168.0000,3.0000,56.0000,67.2000,0.2000
61.6000,11.2000,1.0000,0.1,0.004532704275,168.0000,3.0000,56.0000,67.2000,0.2000
61.6000,11.2000,1.0000,aEM,0.063459339534,168.0000,3.0000,56.0000,67.2000,0.2000
85.0500,8.1000,100.0000,0.1,0.468535030008,170.1000,2.1000,81.0000,89.1000,0.1000
85.0500,8.1000,100.0000,aEM,0.0341916800117,170.1000,2.1000,81.0000,89.1000,0.1000
85.0500,8.1000,10.0000,0.1,0.468549400094,170.1000,2.1000,81.0000,89.1000,0.1000
85.0500,8.1000,10.0000,aEM,0.0536977804458,170.1000,2.1000,81.0000,89.1000,0.1000
85.0500,8.1000,1.0000,0.1,0.629316103398,170.1000,2.1000,81.0000,89.1000,0.1000
85.0500,8.1000,1.0000,aEM,0.169378341861,170.1000,2.1000,81.0000,89.1000,0.1000
89.1000,16.2000,100.0000,0.1,3.33220557e-07,170.1000,2.1000,81.0000,97.2000,0.2000
89.1000,16.2000,100.0000,aEM,3.33239251e-07,170.1000,2.1000,81.0000,97.2000,0.2000
89.1000,16.2000,10.0000,0.1,3.33238141e-06,170.1000,2.1000,81.0000,97.2000,0.2000
89.1000,16.2000,10.0000,aEM,3.33250283e-06,170.1000,2.1000,81.0000,97.2000,0.2000
89.1000,16.2000,1.0000,0.1,3.33250283e-05,170.1000,2.1000,81.0000,97.2000,0.2000
89.1000,16.2000,1.0000,aEM,3.33275328e-05,170.1000,2.1000,81.0000,97.2000,0.2000
59.8500,5.7000,100.0000,0.1,0.001368644841,171.0000,3.0000,57.0000,62.7000,0.1000
59.8500,5.7000,100.0000,aEM,0.019168199562,171.0000,3.0000,57.0000,62.7000,0.1000
59.8500,5.7000,10.0000,0.1,0.01368595507,171.0000,3.0000,57.0000,62.7000,0.1000
59.8500,5.7000,10.0000,aEM,0.19069954401,171.0000,3.0000,57.0000,62.7000,0.1000
59.8500,5.7000,1.0000,0.1,0.1368528907,171.0000,3.0000,57.0000,62.7000,0.1000
59.8500,5.7000,1.0000,aEM,1.8117445903,171.0000,3.0000,57.0000,62.7000,0.1000
62.7000,11.4000,100.0000,0.1,4.256264744e-05,171.0000,3.0000,57.0000,68.4000,0.2000
62.7000,11.4000,100.0000,aEM,0.00059884628318,171.0000,3.0000,57.0000,68.4000,0.2000
62.7000,11.4000,10.0000,0.1,0.0004256418979,171.0000,3.0000,57.0000,68.4000,0.2000
62.7000,11.4000,10.0000,aEM,0.0059872818676,171.0000,3.0000,57.0000,68.4000,0.2000
62.7000,11.4000,1.0000,0.1,0.004256855224,171.0000,3.0000,57.0000,68.4000,0.2000
62.7000,11.4000,1.0000,aEM,0.059757562361,171.0000,3.0000,57.0000,68.4000,0.2000
86.1000,8.2000,100.0000,0.1,0.455808717646,172.2000,2.1000,82.0000,90.2000,0.1000
86.1000,8.2000,100.0000,aEM,0.033262067648,172.2000,2.1000,82.0000,90.2000,0.1000
86.1000,8.2000,10.0000,0.1,0.45581187648,172.2000,2.1000,82.0000,90.2000,0.1000
86.1000,8.2000,10.0000,aEM,0.0518437867782,172.2000,2.1000,82.0000,90.2000,0.1000
86.1000,8.2000,1.0000,0.1,0.607022966933,172.2000,2.1000,82.0000,90.2000,0.1000
86.1000,8.2000,1.0000,aEM,0.163625496823,172.2000,2.1000,82.0000,90.2000,0.1000
90.2000,16.4000,100.0000,0.1,3.20957752e-07,172.2000,2.1000,82.0000,98.4000,0.2000
90.2000,16.4000,100.0000,aEM,3.2094452e-07,172.2000,2.1000,82.0000,98.4000,0.2000
90.2000,16.4000,10.0000,0.1,3.20943399e-06,172.2000,2.1000,82.0000,98.4000,0.2000
90.2000,16.4000,10.0000,aEM,3.20956742e-06,172.2000,2.1000,82.0000,98.4000,0.2000
90.2000,16.4000,1.0000,0.1,3.20956731e-05,172.2000,2.1000,82.0000,98.4000,0.2000
90.2000,16.4000,1.0000,aEM,3.20979666e-05,172.2000,2.1000,82.0000,98.4000,0.2000
87.1500,8.3000,100.0000,0.1,0.44637680508,174.3000,2.1000,83.0000,91.3000,0.1000
87.1500,8.3000,100.0000,aEM,0.0325739450832,174.3000,2.1000,83.0000,91.3000,0.1000
87.1500,8.3000,10.0000,0.1,0.446377750832,174.3000,2.1000,83.0000,91.3000,0.1000
87.1500,8.3000,10.0000,aEM,0.0501816910967,174.3000,2.1000,83.0000,91.3000,0.1000
87.1500,8.3000,1.0000,0.1,0.588032510222,174.3000,2.1000,83.0000,91.3000,0.1000
87.1500,8.3000,1.0000,aEM,0.158087088088,174.3000,2.1000,83.0000,91.3000,0.1000
91.3000,16.6000,100.0000,0.1,3.05482117e-07,174.3000,2.1000,83.0000,99.6000,0.2000
91.3000,16.6000,100.0000,aEM,3.05480017e-07,174.3000,2.1000,83.0000,99.6000,0.2000
91.3000,16.6000,10.0000,0.1,3.05495259e-06,174.3000,2.1000,83.0000,99.6000,0.2000
91.3000,16.6000,10.0000,aEM,3.05484247e-06,174.3000,2.1000,83.0000,99.6000,0.2000
91.3000,16.6000,1.0000,0.1,3.05482127e-05,174.3000,2.1000,83.0000,99.6000,0.2000
91.3000,16.6000,1.0000,aEM,3.05515052e-05,174.3000,2.1000,83.0000,99.6000,0.2000
60.9000,5.8000,100.0000,0.1,0.0012902255077,174.0000,3.0000,58.0000,63.8000,0.1000
60.9000,5.8000,100.0000,aEM,0.0180402603059,174.0000,3.0000,58.0000,63.8000,0.1000
60.9000,5.8000,10.0000,0.1,0.012900649348,174.0000,3.0000,58.0000,63.8000,0.1000
60.9000,5.8000,10.0000,aEM,0.179439622792,174.0000,3.0000,58.0000,63.8000,0.1000
60.9000,5.8000,1.0000,0.1,0.12904682074,174.0000,3.0000,58.0000,63.8000,0.1000
60.9000,5.8000,1.0000,aEM,1.70688730501,174.0000,3.0000,58.0000,63.8000,0.1000
63.8000,11.6000,100.0000,0.1,4.02340945e-05,174.0000,3.0000,58.0000,69.6000,0.2000
63.8000,11.6000,100.0000,aEM,0.00056367560633,174.0000,3.0000,58.0000,69.6000,0.2000
63.8000,11.6000,10.0000,0.1,0.0004023288229,174.0000,3.0000,58.0000,69.6000,0.2000
63.8000,11.6000,10.0000,aEM,0.0056356960908,174.0000,3.0000,58.0000,69.6000,0.2000
63.8000,11.6000,1.0000,0.1,0.004023139614,174.0000,3.0000,58.0000,69.6000,0.2000
63.8000,11.6000,1.0000,aEM,0.056231703959,174.0000,3.0000,58.0000,69.6000,0.2000
88.2000,8.4000,100.0000,0.1,0.435792395756,176.4000,2.1000,84.0000,92.4000,0.1000
88.2000,8.4000,100.0000,aEM,0.0318021057583,176.4000,2.1000,84.0000,92.4000,0.1000
88.2000,8.4000,10.0000,0.1,0.435794357563,176.4000,2.1000,84.0000,92.4000,0.1000
88.2000,8.4000,10.0000,aEM,0.0485812978077,176.4000,2.1000,84.0000,92.4000,0.1000
88.2000,8.4000,1.0000,0.1,0.568760477434,176.4000,2.1000,84.0000,92.4000,0.1000
88.2000,8.4000,1.0000,aEM,0.152955711825,176.4000,2.1000,84.0000,92.4000,0.1000
92.4000,16.8000,100.0000,0.1,2.95351524e-07,176.4000,2.1000,84.0000,100.8000,0.2000
92.4000,16.8000,100.0000,aEM,2.95349404e-07,176.4000,2.1000,84.0000,100.8000,0.2000
92.4000,16.8000,10.0000,0.1,2.95338292e-06,176.4000,2.1000,84.0000,100.8000,0.2000
92.4000,16.8000,10.0000,aEM,2.95350514e-06,176.4000,2.1000,84.0000,100.8000,0.2000
92.4000,16.8000,1.0000,0.1,2.95349404e-05,176.4000,2.1000,84.0000,100.8000,0.2000
92.4000,16.8000,1.0000,aEM,2.95372218e-05,176.4000,2.1000,84.0000,100.8000,0.2000
61.9500,5.9000,100.0000,0.1,0.0012113822519,177.0000,3.0000,59.0000,64.9000,0.1000
61.9500,5.9000,100.0000,aEM,0.016980917347,177.0000,3.0000,59.0000,64.9000,0.1000
61.9500,5.9000,10.0000,0.1,0.012113970546,177.0000,3.0000,59.0000,64.9000,0.1000
61.9500,5.9000,10.0000,aEM,0.168980324809,177.0000,3.0000,59.0000,64.9000,0.1000
61.9500,5.9000,1.0000,0.1,0.12115074699,177.0000,3.0000,59.0000,64.9000,0.1000
61.9500,5.9000,1.0000,aEM,1.6118837847,177.0000,3.0000,59.0000,64.9000,0.1000
64.9000,11.8000,100.0000,0.1,3.77729298e-05,177.0000,3.0000,59.0000,70.8000,0.2000
64.9000,11.8000,100.0000,aEM,0.00053105240864,177.0000,3.0000,59.0000,70.8000,0.2000
64.9000,11.8000,10.0000,0.1,0.0003777466174,177.0000,3.0000,59.0000,70.8000,0.2000
64.9000,11.8000,10.0000,aEM,0.0053068581089,177.0000,3.0000,59.0000,70.8000,0.2000
64.9000,11.8000,1.0000,0.1,0.003777318327,177.0000,3.0000,59.0000,70.8000,0.2000
64.9000,11.8000,1.0000,aEM,0.052975283589,177.0000,3.0000,59.0000,70.8000,0.2000
89.2500,8.5000,100.0000,0.1,0.425183684557,178.5000,2.1000,85.0000,93.5000,0.1000
89.2500,8.5000,100.0000,aEM,0.0310275045597,178.5000,2.1000,85.0000,93.5000,0.1000
89.2500,8.5000,10.0000,0.1,0.425196545596,178.5000,2.1000,85.0000,93.5000,0.1000
89.2500,8.5000,10.0000,aEM,0.0469990458121,178.5000,2.1000,85.0000,93.5000,0.1000
89.2500,8.5000,1.0000,0.1,0.550390757509,178.5000,2.1000,85.0000,93.5000,0.1000
89.2500,8.5000,1.0000,aEM,0.14833327168,178.5000,2.1000,85.0000,93.5000,0.1000
93.5000,17.0000,100.0000,0.1,2.83886239e-07,178.5000,2.1000,85.0000,102.0000,0.2000
93.5000,17.0000,100.0000,aEM,2.83893383e-07,178.5000,2.1000,85.0000,102.0000,0.2000
93.5000,17.0000,10.0000,0.1,2.83903484e-06,178.5000,2.1000,85.0000,102.0000,0.2000
93.5000,17.0000,10.0000,aEM,2.83903685e-06,178.5000,2.1000,85.0000,102.0000,0.2000
93.5000,17.0000,1.0000,0.1,2.83903685e-05,178.5000,2.1000,85.0000,102.0000,0.2000
93.5000,17.0000,1.0000,aEM,2.83925384e-05,178.5000,2.1000,85.0000,102.0000,0.2000
9.4500,0.9000,100.0000,0.1,2.7530959248,18.9000,2.1000,9.0000,9.9000,0.1000
9.4500,0.9000,100.0000,aEM,0.2623662708,18.9000,2.1000,9.0000,9.9000,0.1000
9.4500,0.9000,10.0000,0.1,3.067609859,18.9000,2.1000,9.0000,9.9000,0.1000
9.4500,0.9000,10.0000,aEM,0.850613328,18.9000,2.1000,9.0000,9.9000,0.1000
9.4500,0.9000,1.0000,0.1,9.90297468,18.9000,2.1000,9.0000,9.9000,0.1000
9.4500,0.9000,1.0000,aEM,2.9346938,18.9000,2.1000,9.0000,9.9000,0.1000
9.9000,1.8000,100.0000,0.1,0.00011737969,18.9000,2.1000,9.0000,10.8000,0.2000
9.9000,1.8000,100.0000,aEM,0.00011738131,18.9000,2.1000,9.0000,10.8000,0.2000
9.9000,1.8000,10.0000,0.1,0.0011738141,18.9000,2.1000,9.0000,10.8000,0.2000
90.3000,8.6000,100.0000,0.1,0.415367576662,180.6000,2.1000,86.0000,94.6000,0.1000
9.9000,1.8000,10.0000,aEM,0.0011738855,18.9000,2.1000,9.0000,10.8000,0.2000
9.9000,1.8000,1.0000,0.1,0.011738704,18.9000,2.1000,9.0000,10.8000,0.2000
9.9000,1.8000,1.0000,aEM,0.011746066,18.9000,2.1000,9.0000,10.8000,0.2000
90.3000,8.6000,100.0000,aEM,0.0303112266646,180.6000,2.1000,86.0000,94.6000,0.1000
90.3000,8.6000,10.0000,0.1,0.415369366635,180.6000,2.1000,86.0000,94.6000,0.1000
90.3000,8.6000,10.0000,aEM,0.045433026827,180.6000,2.1000,86.0000,94.6000,0.1000
90.3000,8.6000,1.0000,0.1,0.53184996778,180.6000,2.1000,86.0000,94.6000,0.1000
90.3000,8.6000,1.0000,aEM,0.143477814887,180.6000,2.1000,86.0000,94.6000,0.1000
94.6000,17.2000,100.0000,0.1,2.7228359e-07,180.6000,2.1000,86.0000,103.2000,0.2000
94.6000,17.2000,100.0000,aEM,2.72287924e-07,180.6000,2.1000,86.0000,103.2000,0.2000
94.6000,17.2000,10.0000,0.1,2.72302147e-06,180.6000,2.1000,86.0000,103.2000,0.2000
94.6000,17.2000,10.0000,aEM,2.72302147e-06,180.6000,2.1000,86.0000,103.2000,0.2000
94.6000,17.2000,1.0000,0.1,2.72302147e-05,180.6000,2.1000,86.0000,103.2000,0.2000
94.6000,17.2000,1.0000,aEM,2.72320935e-05,180.6000,2.1000,86.0000,103.2000,0.2000
63.0000,6.0000,100.0000,0.1,0.0011461824817,180.0000,3.0000,60.0000,66.0000,0.1000
63.0000,6.0000,100.0000,aEM,0.0160669205521,180.0000,3.0000,60.0000,66.0000,0.1000
63.0000,6.0000,10.0000,0.1,0.011462927631,180.0000,3.0000,60.0000,66.0000,0.1000
63.0000,6.0000,10.0000,aEM,0.159933771639,180.0000,3.0000,60.0000,66.0000,0.1000
63.0000,6.0000,1.0000,0.1,0.11477806835,180.0000,3.0000,60.0000,66.0000,0.1000
63.0000,6.0000,1.0000,aEM,1.52437695913,180.0000,3.0000,60.0000,66.0000,0.1000
66.0000,12.0000,100.0000,0.1,3.573684481e-05,180.0000,3.0000,60.0000,72.0000,0.2000
66.0000,12.0000,100.0000,aEM,0.0005023239842,180.0000,3.0000,60.0000,72.0000,0.2000
66.0000,12.0000,10.0000,0.1,0.0003573694481,180.0000,3.0000,60.0000,72.0000,0.2000
66.0000,12.0000,10.0000,aEM,0.0050224238603,180.0000,3.0000,60.0000,72.0000,0.2000
66.0000,12.0000,1.0000,0.1,0.003573697664,180.0000,3.0000,60.0000,72.0000,0.2000
66.0000,12.0000,1.0000,aEM,0.050122730723,180.0000,3.0000,60.0000,72.0000,0.2000
91.3500,8.7000,100.0000,0.1,0.40678237,182.7000,2.1000,87.0000,95.7000,0.1000
91.3500,8.7000,100.0000,aEM,0.0296839500015,182.7000,2.1000,87.0000,95.7000,0.1000
