Mchi,dMchi,ct,alphaD,xsec(pb),mA,mA/m1,m1,m2,delta
23.1000,4.2000,100.0000,0.1,6.7270009e-05,44.1000,2.1000,21.0000,25.2000,0.2000
23.1000,4.2000,100.0000,aEM,6.7269888e-05,44.1000,2.1000,21.0000,25.2000,0.2000
23.1000,4.2000,10.0000,0.1,0.00067269888,44.1000,2.1000,21.0000,25.2000,0.2000
23.1000,4.2000,10.0000,aEM,0.00067270329,44.1000,2.1000,21.0000,25.2000,0.2000
23.1000,4.2000,1.0000,0.1,0.0067270019,44.1000,2.1000,21.0000,25.2000,0.2000
23.1000,4.2000,1.0000,aEM,0.0067287927,44.1000,2.1000,21.0000,25.2000,0.2000
15.7500,1.5000,100.0000,0.1,0.035329006,45.0000,3.0000,15.0000,16.5000,0.1000
15.7500,1.5000,100.0000,aEM,0.337122819,45.0000,3.0000,15.0000,16.5000,0.1000
15.7500,1.5000,10.0000,0.1,0.35328423,45.0000,3.0000,15.0000,16.5000,0.1000
15.7500,1.5000,10.0000,aEM,3.3169841,45.0000,3.0000,15.0000,16.5000,0.1000
15.7500,1.5000,1.0000,0.1,3.5368748,45.0000,3.0000,15.0000,16.5000,0.1000
15.7500,1.5000,1.0000,aEM,28.7632945,45.0000,3.0000,15.0000,16.5000,0.1000
16.5000,3.0000,100.0000,0.1,0.0011037483,45.0000,3.0000,15.0000,18.0000,0.2000
16.5000,3.0000,100.0000,aEM,0.01055294394,45.0000,3.0000,15.0000,18.0000,0.2000
16.5000,3.0000,10.0000,0.1,0.0110375662,45.0000,3.0000,15.0000,18.0000,0.2000
16.5000,3.0000,10.0000,aEM,0.1054739131,45.0000,3.0000,15.0000,18.0000,0.2000
16.5000,3.0000,1.0000,0.1,0.110364052,45.0000,3.0000,15.0000,18.0000,0.2000
16.5000,3.0000,1.0000,aEM,1.048830624,45.0000,3.0000,15.0000,18.0000,0.2000
23.1000,2.2000,100.0000,0.1,2.3632402225,46.2000,2.1000,22.0000,24.2000,0.1000
23.1000,2.2000,100.0000,aEM,0.1741370623,46.2000,2.1000,22.0000,24.2000,0.1000
23.1000,2.2000,10.0000,0.1,2.380053601,46.2000,2.1000,22.0000,24.2000,0.1000
23.1000,2.2000,10.0000,aEM,0.506090521,46.2000,2.1000,22.0000,24.2000,0.1000
23.1000,2.2000,1.0000,0.1,5.89144617,46.2000,2.1000,22.0000,24.2000,0.1000
23.1000,2.2000,1.0000,aEM,1.72996396,46.2000,2.1000,22.0000,24.2000,0.1000
24.2000,4.4000,100.0000,0.1,6.7234543e-05,46.2000,2.1000,22.0000,26.4000,0.2000
24.2000,4.4000,100.0000,aEM,6.7232761e-05,46.2000,2.1000,22.0000,26.4000,0.2000
24.2000,4.4000,10.0000,0.1,0.00067233981,46.2000,2.1000,22.0000,26.4000,0.2000
24.2000,4.4000,10.0000,aEM,0.00067234543,46.2000,2.1000,22.0000,26.4000,0.2000
24.2000,4.4000,1.0000,0.1,0.0067234313,46.2000,2.1000,22.0000,26.4000,0.2000
24.2000,4.4000,1.0000,aEM,0.006725096,46.2000,2.1000,22.0000,26.4000,0.2000
24.1500,2.3000,100.0000,0.1,2.3270569823,48.3000,2.1000,23.0000,25.3000,0.1000
24.1500,2.3000,100.0000,aEM,0.1714565641,48.3000,2.1000,23.0000,25.3000,0.1000
24.1500,2.3000,10.0000,0.1,2.343364009,48.3000,2.1000,23.0000,25.3000,0.1000
24.1500,2.3000,10.0000,aEM,0.494840777,48.3000,2.1000,23.0000,25.3000,0.1000
24.1500,2.3000,1.0000,0.1,5.75733794,48.3000,2.1000,23.0000,25.3000,0.1000
24.1500,2.3000,1.0000,aEM,1.70636328,48.3000,2.1000,23.0000,25.3000,0.1000
25.3000,4.6000,100.0000,0.1,6.7672565e-05,48.3000,2.1000,23.0000,27.6000,0.2000
25.3000,4.6000,100.0000,aEM,6.7669793e-05,48.3000,2.1000,23.0000,27.6000,0.2000
25.3000,4.6000,10.0000,0.1,0.00067670003,48.3000,2.1000,23.0000,27.6000,0.2000
25.3000,4.6000,10.0000,aEM,0.00067672445,48.3000,2.1000,23.0000,27.6000,0.2000
25.3000,4.6000,1.0000,0.1,0.0067671225,48.3000,2.1000,23.0000,27.6000,0.2000
25.3000,4.6000,1.0000,aEM,0.006768765,48.3000,2.1000,23.0000,27.6000,0.2000
16.8000,1.6000,100.0000,0.1,0.034317621,48.0000,3.0000,16.0000,17.6000,0.1000
16.8000,1.6000,100.0000,aEM,0.320945971,48.0000,3.0000,16.0000,17.6000,0.1000
16.8000,1.6000,10.0000,0.1,0.34305761,48.0000,3.0000,16.0000,17.6000,0.1000
16.8000,1.6000,10.0000,aEM,3.15789919,48.0000,3.0000,16.0000,17.6000,0.1000
16.8000,1.6000,1.0000,0.1,3.4333953,48.0000,3.0000,16.0000,17.6000,0.1000
16.8000,1.6000,1.0000,aEM,27.4119212,48.0000,3.0000,16.0000,17.6000,0.1000
17.6000,3.2000,100.0000,0.1,0.00107096548,48.0000,3.0000,16.0000,19.2000,0.2000
17.6000,3.2000,100.0000,aEM,0.01003946276,48.0000,3.0000,16.0000,19.2000,0.2000
17.6000,3.2000,10.0000,0.1,0.0107096758,48.0000,3.0000,16.0000,19.2000,0.2000
17.6000,3.2000,10.0000,aEM,0.1003380929,48.0000,3.0000,16.0000,19.2000,0.2000
17.6000,3.2000,1.0000,0.1,0.107105598,48.0000,3.0000,16.0000,19.2000,0.2000
17.6000,3.2000,1.0000,aEM,0.998264092,48.0000,3.0000,16.0000,19.2000,0.2000
25.2000,2.4000,100.0000,0.1,2.2925612343,50.4000,2.1000,24.0000,26.4000,0.1000
25.2000,2.4000,100.0000,aEM,0.169057714,50.4000,2.1000,24.0000,26.4000,0.1000
25.2000,2.4000,10.0000,0.1,2.308790107,50.4000,2.1000,24.0000,26.4000,0.1000
25.2000,2.4000,10.0000,aEM,0.486003964,50.4000,2.1000,24.0000,26.4000,0.1000
25.2000,2.4000,1.0000,0.1,5.65770791,50.4000,2.1000,24.0000,26.4000,0.1000
25.2000,2.4000,1.0000,aEM,1.67432669,50.4000,2.1000,24.0000,26.4000,0.1000
26.4000,4.8000,100.0000,0.1,6.8215e-05,50.4000,2.1000,24.0000,28.8000,0.2000
26.4000,4.8000,100.0000,aEM,6.8213648e-05,50.4000,2.1000,24.0000,28.8000,0.2000
26.4000,4.8000,10.0000,0.1,0.00068213548,50.4000,2.1000,24.0000,28.8000,0.2000
26.4000,4.8000,10.0000,aEM,0.00068214999,50.4000,2.1000,24.0000,28.8000,0.2000
26.4000,4.8000,1.0000,0.1,0.0068214999,50.4000,2.1000,24.0000,28.8000,0.2000
26.4000,4.8000,1.0000,aEM,0.0068229944,50.4000,2.1000,24.0000,28.8000,0.2000
17.8500,1.7000,100.0000,0.1,0.033874545,51.0000,3.0000,17.0000,18.7000,0.1000
17.8500,1.7000,100.0000,aEM,0.310569479,51.0000,3.0000,17.0000,18.7000,0.1000
17.8500,1.7000,10.0000,0.1,0.33880862,51.0000,3.0000,17.0000,18.7000,0.1000
17.8500,1.7000,10.0000,aEM,3.05792006,51.0000,3.0000,17.0000,18.7000,0.1000
17.8500,1.7000,1.0000,0.1,3.3931888,51.0000,3.0000,17.0000,18.7000,0.1000
17.8500,1.7000,1.0000,aEM,26.6174941,51.0000,3.0000,17.0000,18.7000,0.1000
18.7000,3.4000,100.0000,0.1,0.0010566498,51.0000,3.0000,17.0000,20.4000,0.2000
18.7000,3.4000,100.0000,aEM,0.0097276499,51.0000,3.0000,17.0000,20.4000,0.2000
18.7000,3.4000,10.0000,0.1,0.01056674,51.0000,3.0000,17.0000,20.4000,0.2000
18.7000,3.4000,10.0000,aEM,0.097231302,51.0000,3.0000,17.0000,20.4000,0.2000
18.7000,3.4000,1.0000,0.1,0.10567292,51.0000,3.0000,17.0000,20.4000,0.2000
18.7000,3.4000,1.0000,aEM,0.96722534,51.0000,3.0000,17.0000,20.4000,0.2000
26.2500,2.5000,100.0000,0.1,2.2567784743,52.5000,2.1000,25.0000,27.5000,0.1000
26.2500,2.5000,100.0000,aEM,0.166215724,52.5000,2.1000,25.0000,27.5000,0.1000
26.2500,2.5000,10.0000,0.1,2.269836708,52.5000,2.1000,25.0000,27.5000,0.1000
26.2500,2.5000,10.0000,aEM,0.477062541,52.5000,2.1000,25.0000,27.5000,0.1000
26.2500,2.5000,1.0000,0.1,5.5443557,52.5000,2.1000,25.0000,27.5000,0.1000
26.2500,2.5000,1.0000,aEM,1.65268306,52.5000,2.1000,25.0000,27.5000,0.1000
27.5000,5.0000,100.0000,0.1,6.9769729e-05,52.5000,2.1000,25.0000,30.0000,0.2000
27.5000,5.0000,100.0000,aEM,6.9769598e-05,52.5000,2.1000,25.0000,30.0000,0.2000
27.5000,5.0000,10.0000,0.1,0.00069768467,52.5000,2.1000,25.0000,30.0000,0.2000
27.5000,5.0000,10.0000,aEM,0.00069771039,52.5000,2.1000,25.0000,30.0000,0.2000
27.5000,5.0000,1.0000,0.1,0.0069769929,52.5000,2.1000,25.0000,30.0000,0.2000
27.5000,5.0000,1.0000,aEM,0.0069785551,52.5000,2.1000,25.0000,30.0000,0.2000
27.3000,2.6000,100.0000,0.1,2.2100021621,54.6000,2.1000,26.0000,28.6000,0.1000
27.3000,2.6000,100.0000,aEM,0.1631595919,54.6000,2.1000,26.0000,28.6000,0.1000
27.3000,2.6000,10.0000,0.1,2.228246997,54.6000,2.1000,26.0000,28.6000,0.1000
27.3000,2.6000,10.0000,aEM,0.470067419,54.6000,2.1000,26.0000,28.6000,0.1000
27.3000,2.6000,1.0000,0.1,5.46579748,54.6000,2.1000,26.0000,28.6000,0.1000
27.3000,2.6000,1.0000,aEM,1.63098117,54.6000,2.1000,26.0000,28.6000,0.1000
28.6000,5.2000,100.0000,0.1,7.1559988e-05,54.6000,2.1000,26.0000,31.2000,0.2000
28.6000,5.2000,100.0000,aEM,7.156295e-05,54.6000,2.1000,26.0000,31.2000,0.2000
28.6000,5.2000,10.0000,0.1,0.00071562419,54.6000,2.1000,26.0000,31.2000,0.2000
28.6000,5.2000,10.0000,aEM,0.00071564601,54.6000,2.1000,26.0000,31.2000,0.2000
28.6000,5.2000,1.0000,0.1,0.0071564591,54.6000,2.1000,26.0000,31.2000,0.2000
28.6000,5.2000,1.0000,aEM,0.0071577573,54.6000,2.1000,26.0000,31.2000,0.2000
18.9000,1.8000,100.0000,0.1,0.033955861,54.0000,3.0000,18.0000,19.8000,0.1000
18.9000,1.8000,100.0000,aEM,0.30372375,54.0000,3.0000,18.0000,19.8000,0.1000
18.9000,1.8000,10.0000,0.1,0.33980198,54.0000,3.0000,18.0000,19.8000,0.1000
18.9000,1.8000,10.0000,aEM,2.99423765,54.0000,3.0000,18.0000,19.8000,0.1000
18.9000,1.8000,1.0000,0.1,3.4012424,54.0000,3.0000,18.0000,19.8000,0.1000
18.9000,1.8000,1.0000,aEM,26.0765931,54.0000,3.0000,18.0000,19.8000,0.1000
19.8000,3.6000,100.0000,0.1,0.0010611121,54.0000,3.0000,18.0000,21.6000,0.2000
19.8000,3.6000,100.0000,aEM,0.0095201556,54.0000,3.0000,18.0000,21.6000,0.2000
19.8000,3.6000,10.0000,0.1,0.010611122,54.0000,3.0000,18.0000,21.6000,0.2000
19.8000,3.6000,10.0000,aEM,0.095165459,54.0000,3.0000,18.0000,21.6000,0.2000
19.8000,3.6000,1.0000,0.1,0.10611833,54.0000,3.0000,18.0000,21.6000,0.2000
19.8000,3.6000,1.0000,aEM,0.94699938,54.0000,3.0000,18.0000,21.6000,0.2000
28.3500,2.7000,100.0000,0.1,2.1799005307,56.7000,2.1000,27.0000,29.7000,0.1000
28.3500,2.7000,100.0000,aEM,0.1609115903,56.7000,2.1000,27.0000,29.7000,0.1000
28.3500,2.7000,10.0000,0.1,2.199425771,56.7000,2.1000,27.0000,29.7000,0.1000
28.3500,2.7000,10.0000,aEM,0.466734283,56.7000,2.1000,27.0000,29.7000,0.1000
28.3500,2.7000,1.0000,0.1,5.42277422,56.7000,2.1000,27.0000,29.7000,0.1000
28.3500,2.7000,1.0000,aEM,1.62992698,56.7000,2.1000,27.0000,29.7000,0.1000
29.7000,5.4000,100.0000,0.1,7.3364305e-05,56.7000,2.1000,27.0000,32.4000,0.2000
29.7000,5.4000,100.0000,aEM,7.3365767e-05,56.7000,2.1000,27.0000,32.4000,0.2000
29.7000,5.4000,10.0000,0.1,0.00073364446,56.7000,2.1000,27.0000,32.4000,0.2000
29.7000,5.4000,10.0000,aEM,0.00073366317,56.7000,2.1000,27.0000,32.4000,0.2000
29.7000,5.4000,1.0000,0.1,0.0073366187,56.7000,2.1000,27.0000,32.4000,0.2000
29.7000,5.4000,1.0000,aEM,0.0073380459,56.7000,2.1000,27.0000,32.4000,0.2000
19.9500,1.9000,100.0000,0.1,0.034527159,57.0000,3.0000,19.0000,20.9000,0.1000
19.9500,1.9000,100.0000,aEM,0.300929761,57.0000,3.0000,19.0000,20.9000,0.1000
19.9500,1.9000,10.0000,0.1,0.34565202,57.0000,3.0000,19.0000,20.9000,0.1000
19.9500,1.9000,10.0000,aEM,2.96095942,57.0000,3.0000,19.0000,20.9000,0.1000
19.9500,1.9000,1.0000,0.1,3.4601034,57.0000,3.0000,19.0000,20.9000,0.1000
19.9500,1.9000,1.0000,aEM,25.6959202,57.0000,3.0000,19.0000,20.9000,0.1000
20.9000,3.8000,100.0000,0.1,0.0010757991,57.0000,3.0000,19.0000,22.8000,0.2000
20.9000,3.8000,100.0000,aEM,0.0094096507,57.0000,3.0000,19.0000,22.8000,0.2000
20.9000,3.8000,10.0000,0.1,0.010757981,57.0000,3.0000,19.0000,22.8000,0.2000
20.9000,3.8000,10.0000,aEM,0.09405676,57.0000,3.0000,19.0000,22.8000,0.2000
20.9000,3.8000,1.0000,0.1,0.10758302,57.0000,3.0000,19.0000,22.8000,0.2000
20.9000,3.8000,1.0000,aEM,0.93588691,57.0000,3.0000,19.0000,22.8000,0.2000
29.4000,2.8000,100.0000,0.1,2.143419511,58.8000,2.1000,28.0000,30.8000,0.1000
29.4000,2.8000,100.0000,aEM,0.1584718097,58.8000,2.1000,28.0000,30.8000,0.1000
29.4000,2.8000,10.0000,0.1,2.163065985,58.8000,2.1000,28.0000,30.8000,0.1000
29.4000,2.8000,10.0000,aEM,0.464147388,58.8000,2.1000,28.0000,30.8000,0.1000
29.4000,2.8000,1.0000,0.1,5.39573526,58.8000,2.1000,28.0000,30.8000,0.1000
29.4000,2.8000,1.0000,aEM,1.63119329,58.8000,2.1000,28.0000,30.8000,0.1000
30.8000,5.6000,100.0000,0.1,7.650105e-05,58.8000,2.1000,28.0000,33.6000,0.2000
30.8000,5.6000,100.0000,aEM,7.6500738e-05,58.8000,2.1000,28.0000,33.6000,0.2000
30.8000,5.6000,10.0000,0.1,0.00076498178,58.8000,2.1000,28.0000,33.6000,0.2000
30.8000,5.6000,10.0000,aEM,0.0007650105,58.8000,2.1000,28.0000,33.6000,0.2000
30.8000,5.6000,1.0000,0.1,0.007650105,58.8000,2.1000,28.0000,33.6000,0.2000
30.8000,5.6000,1.0000,aEM,0.007651427,58.8000,2.1000,28.0000,33.6000,0.2000
3.1500,0.3000,100.0000,0.1,3.021289797,6.3000,2.1000,3.0000,3.3000,0.1000
3.1500,0.3000,100.0000,aEM,0.481862833,6.3000,2.1000,3.0000,3.3000,0.1000
3.1500,0.3000,10.0000,0.1,5.62634625,6.3000,2.1000,3.0000,3.3000,0.1000
3.1500,0.3000,10.0000,aEM,1.58964522,6.3000,2.1000,3.0000,3.3000,0.1000
3.1500,0.3000,1.0000,0.1,18.4308217,6.3000,2.1000,3.0000,3.3000,0.1000
3.1500,0.3000,1.0000,aEM,5.8761139,6.3000,2.1000,3.0000,3.3000,0.1000
3.3000,0.6000,100.0000,0.1,0.00035207959,6.3000,2.1000,3.0000,3.6000,0.2000
3.3000,0.6000,100.0000,aEM,0.00035208553,6.3000,2.1000,3.0000,3.6000,0.2000
3.3000,0.6000,10.0000,0.1,0.0035208202,6.3000,2.1000,3.0000,3.6000,0.2000
3.3000,0.6000,10.0000,aEM,0.0035214531,6.3000,2.1000,3.0000,3.6000,0.2000
3.3000,0.6000,1.0000,0.1,0.035213378,6.3000,2.1000,3.0000,3.6000,0.2000
3.3000,0.6000,1.0000,aEM,0.035279816,6.3000,2.1000,3.0000,3.6000,0.2000
30.4500,2.9000,100.0000,0.1,2.092647259,60.9000,2.1000,29.0000,31.9000,0.1000
30.4500,2.9000,100.0000,aEM,0.1549251488,60.9000,2.1000,29.0000,31.9000,0.1000
30.4500,2.9000,10.0000,0.1,2.111247956,60.9000,2.1000,29.0000,31.9000,0.1000
30.4500,2.9000,10.0000,aEM,0.462318178,60.9000,2.1000,29.0000,31.9000,0.1000
30.4500,2.9000,1.0000,0.1,5.37575107,60.9000,2.1000,29.0000,31.9000,0.1000
30.4500,2.9000,1.0000,aEM,1.63010892,60.9000,2.1000,29.0000,31.9000,0.1000
31.9000,5.8000,100.0000,0.1,7.9836922e-05,60.9000,2.1000,29.0000,34.8000,0.2000
31.9000,5.8000,100.0000,aEM,7.9840024e-05,60.9000,2.1000,29.0000,34.8000,0.2000
31.9000,5.8000,10.0000,0.1,0.00079838693,60.9000,2.1000,29.0000,34.8000,0.2000
31.9000,5.8000,10.0000,aEM,0.00079841245,60.9000,2.1000,29.0000,34.8000,0.2000
31.9000,5.8000,1.0000,0.1,0.0079840135,60.9000,2.1000,29.0000,34.8000,0.2000
31.9000,5.8000,1.0000,aEM,0.0079854245,60.9000,2.1000,29.0000,34.8000,0.2000
21.0000,2.0000,100.0000,0.1,0.036251455,60.0000,3.0000,20.0000,22.0000,0.1000
21.0000,2.0000,100.0000,aEM,0.30399344,60.0000,3.0000,20.0000,22.0000,0.1000
21.0000,2.0000,10.0000,0.1,0.36257923,60.0000,3.0000,20.0000,22.0000,0.1000
21.0000,2.0000,10.0000,aEM,2.99401098,60.0000,3.0000,20.0000,22.0000,0.1000
21.0000,2.0000,1.0000,0.1,3.6327891,60.0000,3.0000,20.0000,22.0000,0.1000
21.0000,2.0000,1.0000,aEM,25.833374,60.0000,3.0000,20.0000,22.0000,0.1000
22.0000,4.0000,100.0000,0.1,0.0011278599,60.0000,3.0000,20.0000,24.0000,0.2000
22.0000,4.0000,100.0000,aEM,0.0095161539,60.0000,3.0000,20.0000,24.0000,0.2000
22.0000,4.0000,10.0000,0.1,0.011278599,60.0000,3.0000,20.0000,24.0000,0.2000
22.0000,4.0000,10.0000,aEM,0.095111613,60.0000,3.0000,20.0000,24.0000,0.2000
22.0000,4.0000,1.0000,0.1,0.11279343,60.0000,3.0000,20.0000,24.0000,0.2000
22.0000,4.0000,1.0000,aEM,0.94678888,60.0000,3.0000,20.0000,24.0000,0.2000
31.5000,3.0000,100.0000,0.1,2.0632748023,63.0000,2.1000,30.0000,33.0000,0.1000
31.5000,3.0000,100.0000,aEM,0.1529704261,63.0000,2.1000,30.0000,33.0000,0.1000
31.5000,3.0000,10.0000,0.1,2.085976449,63.0000,2.1000,30.0000,33.0000,0.1000
31.5000,3.0000,10.0000,aEM,0.465644222,63.0000,2.1000,30.0000,33.0000,0.1000
31.5000,3.0000,1.0000,0.1,5.40291911,63.0000,2.1000,30.0000,33.0000,0.1000
31.5000,3.0000,1.0000,aEM,1.65508626,63.0000,2.1000,30.0000,33.0000,0.1000
33.0000,6.0000,100.0000,0.1,8.4396709e-05,63.0000,2.1000,30.0000,36.0000,0.2000
33.0000,6.0000,100.0000,aEM,8.439794e-05,63.0000,2.1000,30.0000,36.0000,0.2000
33.0000,6.0000,10.0000,0.1,0.0008439805,63.0000,2.1000,30.0000,36.0000,0.2000
33.0000,6.0000,10.0000,aEM,0.0008439827,63.0000,2.1000,30.0000,36.0000,0.2000
33.0000,6.0000,1.0000,0.1,0.008439805,63.0000,2.1000,30.0000,36.0000,0.2000
33.0000,6.0000,1.0000,aEM,0.008441248,63.0000,2.1000,30.0000,36.0000,0.2000
22.0500,2.1000,100.0000,0.1,0.038407236,63.0000,3.0000,21.0000,23.1000,0.1000
22.0500,2.1000,100.0000,aEM,0.315298836,63.0000,3.0000,21.0000,23.1000,0.1000
22.0500,2.1000,10.0000,0.1,0.38412354,63.0000,3.0000,21.0000,23.1000,0.1000
22.0500,2.1000,10.0000,aEM,3.09713502,63.0000,3.0000,21.0000,23.1000,0.1000
22.0500,2.1000,1.0000,0.1,3.8482154,63.0000,3.0000,21.0000,23.1000,0.1000
22.0500,2.1000,1.0000,aEM,26.5370585,63.0000,3.0000,21.0000,23.1000,0.1000
23.1000,4.2000,100.0000,0.1,0.0011959838,63.0000,3.0000,21.0000,25.2000,0.2000
23.1000,4.2000,100.0000,aEM,0.009867878,63.0000,3.0000,21.0000,25.2000,0.2000
23.1000,4.2000,10.0000,0.1,0.011959838,63.0000,3.0000,21.0000,25.2000,0.2000
23.1000,4.2000,10.0000,aEM,0.098614522,63.0000,3.0000,21.0000,25.2000,0.2000
23.1000,4.2000,1.0000,0.1,0.11960472,63.0000,3.0000,21.0000,25.2000,0.2000
23.1000,4.2000,1.0000,aEM,0.98171688,63.0000,3.0000,21.0000,25.2000,0.2000
32.5500,3.1000,100.0000,0.1,2.0096127102,65.1000,2.1000,31.0000,34.1000,0.1000
32.5500,3.1000,100.0000,aEM,0.1489712139,65.1000,2.1000,31.0000,34.1000,0.1000
32.5500,3.1000,10.0000,0.1,2.031886626,65.1000,2.1000,31.0000,34.1000,0.1000
32.5500,3.1000,10.0000,aEM,0.470480111,65.1000,2.1000,31.0000,34.1000,0.1000
32.5500,3.1000,1.0000,0.1,5.45072,65.1000,2.1000,31.0000,34.1000,0.1000
32.5500,3.1000,1.0000,aEM,1.683539,65.1000,2.1000,31.0000,34.1000,0.1000
34.1000,6.2000,100.0000,0.1,8.9661075e-05,65.1000,2.1000,31.0000,37.2000,0.2000
34.1000,6.2000,100.0000,aEM,8.9662316e-05,65.1000,2.1000,31.0000,37.2000,0.2000
34.1000,6.2000,10.0000,0.1,0.00089662416,65.1000,2.1000,31.0000,37.2000,0.2000
34.1000,6.2000,10.0000,aEM,0.00089662547,65.1000,2.1000,31.0000,37.2000,0.2000
34.1000,6.2000,1.0000,0.1,0.0089662416,65.1000,2.1000,31.0000,37.2000,0.2000
34.1000,6.2000,1.0000,aEM,0.0089675726,65.1000,2.1000,31.0000,37.2000,0.2000
23.1000,2.2000,100.0000,0.1,0.042044104,66.0000,3.0000,22.0000,24.2000,0.1000
23.1000,2.2000,100.0000,aEM,0.334779509,66.0000,3.0000,22.0000,24.2000,0.1000
23.1000,2.2000,10.0000,0.1,0.42050058,66.0000,3.0000,22.0000,24.2000,0.1000
23.1000,2.2000,10.0000,aEM,3.28921426,66.0000,3.0000,22.0000,24.2000,0.1000
23.1000,2.2000,1.0000,0.1,4.2096574,66.0000,3.0000,22.0000,24.2000,0.1000
23.1000,2.2000,1.0000,aEM,27.7246368,66.0000,3.0000,22.0000,24.2000,0.1000
24.2000,4.4000,100.0000,0.1,0.0013102023,66.0000,3.0000,22.0000,26.4000,0.2000
24.2000,4.4000,100.0000,aEM,0.0104858477,66.0000,3.0000,22.0000,26.4000,0.2000
24.2000,4.4000,10.0000,0.1,0.013102235,66.0000,3.0000,22.0000,26.4000,0.2000
24.2000,4.4000,10.0000,aEM,0.104793909,66.0000,3.0000,22.0000,26.4000,0.2000
24.2000,4.4000,1.0000,0.1,0.13102768,66.0000,3.0000,22.0000,26.4000,0.2000
24.2000,4.4000,1.0000,aEM,1.04145837,66.0000,3.0000,22.0000,26.4000,0.2000
33.6000,3.2000,100.0000,0.1,1.9789037775,67.2000,2.1000,32.0000,35.2000,0.1000
33.6000,3.2000,100.0000,aEM,0.1469147113,67.2000,2.1000,32.0000,35.2000,0.1000
33.6000,3.2000,10.0000,0.1,2.0029912,67.2000,2.1000,32.0000,35.2000,0.1000
33.6000,3.2000,10.0000,aEM,0.479690797,67.2000,2.1000,32.0000,35.2000,0.1000
33.6000,3.2000,1.0000,0.1,5.57431085,67.2000,2.1000,32.0000,35.2000,0.1000
33.6000,3.2000,1.0000,aEM,1.73117414,67.2000,2.1000,32.0000,35.2000,0.1000
35.2000,6.4000,100.0000,0.1,9.6446557e-05,67.2000,2.1000,32.0000,38.4000,0.2000
35.2000,6.4000,100.0000,aEM,9.6450779e-05,67.2000,2.1000,32.0000,38.4000,0.2000
35.2000,6.4000,10.0000,0.1,0.00096449559,67.2000,2.1000,32.0000,38.4000,0.2000
35.2000,6.4000,10.0000,aEM,0.00096450899,67.2000,2.1000,32.0000,38.4000,0.2000
35.2000,6.4000,1.0000,0.1,0.0096450779,67.2000,2.1000,32.0000,38.4000,0.2000
35.2000,6.4000,1.0000,aEM,0.0096465079,67.2000,2.1000,32.0000,38.4000,0.2000
34.6500,3.3000,100.0000,0.1,1.9394433715,69.3000,2.1000,33.0000,36.3000,0.1000
34.6500,3.3000,100.0000,aEM,0.1497728041,69.3000,2.1000,33.0000,36.3000,0.1000
34.6500,3.3000,10.0000,0.1,1.971478639,69.3000,2.1000,33.0000,36.3000,0.1000
34.6500,3.3000,10.0000,aEM,0.49546285,69.3000,2.1000,33.0000,36.3000,0.1000
34.6500,3.3000,1.0000,0.1,5.74337026,69.3000,2.1000,33.0000,36.3000,0.1000
34.6500,3.3000,1.0000,aEM,1.80188891,69.3000,2.1000,33.0000,36.3000,0.1000
36.3000,6.6000,100.0000,0.1,0.000104972543,69.3000,2.1000,33.0000,39.6000,0.2000
36.3000,6.6000,100.0000,aEM,0.000104969882,69.3000,2.1000,33.0000,39.6000,0.2000
36.3000,6.6000,10.0000,0.1,0.00104969992,69.3000,2.1000,33.0000,39.6000,0.2000
36.3000,6.6000,10.0000,aEM,0.00104972564,69.3000,2.1000,33.0000,39.6000,0.2000
36.3000,6.6000,1.0000,0.1,0.0104972563,69.3000,2.1000,33.0000,39.6000,0.2000
36.3000,6.6000,1.0000,aEM,0.0104986742,69.3000,2.1000,33.0000,39.6000,0.2000
24.1500,2.3000,100.0000,0.1,0.047471784,69.0000,3.0000,23.0000,25.3000,0.1000
24.1500,2.3000,100.0000,aEM,0.366668358,69.0000,3.0000,23.0000,25.3000,0.1000
24.1500,2.3000,10.0000,0.1,0.47482425,69.0000,3.0000,23.0000,25.3000,0.1000
24.1500,2.3000,10.0000,aEM,3.59370951,69.0000,3.0000,23.0000,25.3000,0.1000
24.1500,2.3000,1.0000,0.1,4.7528143,69.0000,3.0000,23.0000,25.3000,0.1000
24.1500,2.3000,1.0000,aEM,29.7416897,69.0000,3.0000,23.0000,25.3000,0.1000
25.3000,4.6000,100.0000,0.1,0.0014769728,69.0000,3.0000,23.0000,27.6000,0.2000
25.3000,4.6000,100.0000,aEM,0.0114793679,69.0000,3.0000,23.0000,27.6000,0.2000
25.3000,4.6000,10.0000,0.1,0.014770188,69.0000,3.0000,23.0000,27.6000,0.2000
25.3000,4.6000,10.0000,aEM,0.114726462,69.0000,3.0000,23.0000,27.6000,0.2000
25.3000,4.6000,1.0000,0.1,0.14770712,69.0000,3.0000,23.0000,27.6000,0.2000
25.3000,4.6000,1.0000,aEM,1.13958024,69.0000,3.0000,23.0000,27.6000,0.2000
2.1000,0.2000,100.0000,0.1,0.23810453,6.0000,3.0000,2.0000,2.2000,0.1000
2.1000,0.2000,100.0000,aEM,2.52065926,6.0000,3.0000,2.0000,2.2000,0.1000
2.1000,0.2000,10.0000,0.1,2.3838617,6.0000,3.0000,2.0000,2.2000,0.1000
2.1000,0.2000,10.0000,aEM,23.0527196,6.0000,3.0000,2.0000,2.2000,0.1000
2.1000,0.2000,1.0000,0.1,24.160887,6.0000,3.0000,2.0000,2.2000,0.1000
2.1000,0.2000,1.0000,aEM,142.558085,6.0000,3.0000,2.0000,2.2000,0.1000
